timestamp,system_id,ac_power_kw,ac_energy_kwh,ac_voltage_v,ac_frequency_hz,power_factor
2024-06-04T17:00:00,SYS-001,111.13,111.13,220.0,49.987,0.979
2024-06-04T17:00:00,SYS-002,54.88,54.88,220.9,50.004,0.977
2024-06-04T17:00:00,SYS-003,72.79,72.79,218.1,49.982,0.973
2024-06-04T17:00:00,SYS-004,40.89,40.89,221.1,49.997,0.973
2024-06-04T18:00:00,SYS-001,0.0,0.0,220.5,49.992,0.979
2024-06-04T18:00:00,SYS-002,0.0,0.0,221.2,50.007,0.966
2024-06-04T18:00:00,SYS-003,0.0,0.0,218.2,49.998,0.97
2024-06-04T18:00:00,SYS-004,0.0,0.0,220.4,49.993,0.974
2024-06-04T19:00:00,SYS-001,0.0,0.0,221.4,50.019,0.963
2024-06-04T19:00:00,SYS-002,0.0,0.0,220.2,49.993,0.969
2024-06-04T19:00:00,SYS-003,0.0,0.0,219.0,49.984,0.966
2024-06-04T19:00:00,SYS-004,0.0,0.0,220.5,49.99,0.977
2024-06-04T20:00:00,SYS-001,0.0,0.0,219.3,50.003,0.966
2024-06-04T20:00:00,SYS-002,0.0,0.0,220.0,50.001,0.97
2024-06-04T20:00:00,SYS-003,0.0,0.0,218.1,50.018,0.97
2024-06-04T20:00:00,SYS-004,0.0,0.0,218.9,49.994,0.961
2024-06-04T21:00:00,SYS-001,0.0,0.0,221.5,50.006,0.969
2024-06-04T21:00:00,SYS-002,0.0,0.0,221.4,49.997,0.978
2024-06-04T21:00:00,SYS-003,0.0,0.0,221.1,49.995,0.968
2024-06-04T21:00:00,SYS-004,0.0,0.0,218.8,50.002,0.961
2024-06-04T22:00:00,SYS-001,0.0,0.0,221.1,49.991,0.98
2024-06-04T22:00:00,SYS-002,0.0,0.0,218.5,50.019,0.968
2024-06-04T22:00:00,SYS-003,0.0,0.0,219.4,50.018,0.975
2024-06-04T22:00:00,SYS-004,0.0,0.0,220.0,50.0,0.961
2024-06-04T23:00:00,SYS-001,0.0,0.0,219.3,49.999,0.969
2024-06-04T23:00:00,SYS-002,0.0,0.0,220.1,49.993,0.972
2024-06-04T23:00:00,SYS-003,0.0,0.0,222.0,50.01,0.966
2024-06-04T23:00:00,SYS-004,0.0,0.0,221.3,50.001,0.974
2024-06-05T00:00:00,SYS-001,0.0,0.0,221.3,49.995,0.973
2024-06-05T00:00:00,SYS-002,0.0,0.0,220.3,50.012,0.975
2024-06-05T00:00:00,SYS-003,0.0,0.0,218.1,49.999,0.979
2024-06-05T00:00:00,SYS-004,0.0,0.0,221.1,50.003,0.974
2024-06-05T01:00:00,SYS-001,0.0,0.0,218.7,50.005,0.972
2024-06-05T01:00:00,SYS-002,0.0,0.0,218.6,50.007,0.961
2024-06-05T01:00:00,SYS-003,0.0,0.0,218.4,49.981,0.966
2024-06-05T01:00:00,SYS-004,0.0,0.0,220.8,49.996,0.975
2024-06-05T02:00:00,SYS-001,0.0,0.0,221.5,50.009,0.961
2024-06-05T02:00:00,SYS-002,0.0,0.0,218.8,49.993,0.973
2024-06-05T02:00:00,SYS-003,0.0,0.0,219.3,49.987,0.978
2024-06-05T02:00:00,SYS-004,0.0,0.0,219.4,50.011,0.974
2024-06-05T03:00:00,SYS-001,0.0,0.0,220.8,50.004,0.964
2024-06-05T03:00:00,SYS-002,0.0,0.0,220.2,49.989,0.979
2024-06-05T03:00:00,SYS-003,0.0,0.0,219.2,49.988,0.974
2024-06-05T03:00:00,SYS-004,0.0,0.0,219.4,50.017,0.976
2024-06-05T04:00:00,SYS-001,0.0,0.0,218.5,50.007,0.968
2024-06-05T04:00:00,SYS-002,0.0,0.0,221.3,50.018,0.976
2024-06-05T04:00:00,SYS-003,0.0,0.0,219.2,50.009,0.967
2024-06-05T04:00:00,SYS-004,0.0,0.0,219.0,49.999,0.964
2024-06-05T05:00:00,SYS-001,0.0,0.0,221.7,50.008,0.963
2024-06-05T05:00:00,SYS-002,0.0,0.0,220.3,49.99,0.973
2024-06-05T05:00:00,SYS-003,0.0,0.0,220.6,49.982,0.968
2024-06-05T05:00:00,SYS-004,0.0,0.0,218.4,50.011,0.96
2024-06-05T06:00:00,SYS-001,0.0,0.0,221.7,49.996,0.979
2024-06-05T06:00:00,SYS-002,0.0,0.0,219.9,49.988,0.979
2024-06-05T06:00:00,SYS-003,0.0,0.0,220.6,50.016,0.962
2024-06-05T06:00:00,SYS-004,0.0,0.0,220.1,50.009,0.979
2024-06-05T07:00:00,SYS-001,122.83,122.83,221.5,49.987,0.978
2024-06-05T07:00:00,SYS-002,61.83,61.83,220.0,50.017,0.979
2024-06-05T07:00:00,SYS-003,79.03,79.03,218.0,50.003,0.962
2024-06-05T07:00:00,SYS-004,44.45,44.45,222.0,50.002,0.97
2024-06-05T08:00:00,SYS-001,238.57,238.57,219.9,49.988,0.962
2024-06-05T08:00:00,SYS-002,111.82,111.82,219.0,49.987,0.975
2024-06-05T08:00:00,SYS-003,150.84,150.84,221.0,49.987,0.977
2024-06-05T08:00:00,SYS-004,85.53,85.53,220.1,49.983,0.973
2024-06-05T09:00:00,SYS-001,316.59,316.59,219.3,49.99,0.965
2024-06-05T09:00:00,SYS-002,159.32,159.32,221.8,49.992,0.974
2024-06-05T09:00:00,SYS-003,200.41,200.41,220.8,49.982,0.962
2024-06-05T09:00:00,SYS-004,115.18,115.18,220.0,50.016,0.974
2024-06-05T10:00:00,SYS-001,391.71,391.71,221.7,49.992,0.972
2024-06-05T10:00:00,SYS-002,194.26,194.26,218.6,50.01,0.972
2024-06-05T10:00:00,SYS-003,253.57,253.57,219.9,50.002,0.973
2024-06-05T10:00:00,SYS-004,139.94,139.94,221.0,50.015,0.962
2024-06-05T11:00:00,SYS-001,443.03,443.03,218.3,50.003,0.961
2024-06-05T11:00:00,SYS-002,222.9,222.9,220.3,49.986,0.967
2024-06-05T11:00:00,SYS-003,284.59,284.59,218.8,50.003,0.962
2024-06-05T11:00:00,SYS-004,160.26,160.26,219.8,50.001,0.969
2024-06-05T12:00:00,SYS-001,443.79,443.79,221.2,50.009,0.968
2024-06-05T12:00:00,SYS-002,236.0,236.0,220.3,49.982,0.967
2024-06-05T12:00:00,SYS-003,285.14,285.14,221.7,49.983,0.979
2024-06-05T12:00:00,SYS-004,159.25,159.25,221.1,50.011,0.98
2024-06-05T13:00:00,SYS-001,449.48,449.48,222.0,49.995,0.977
2024-06-05T13:00:00,SYS-002,229.14,229.14,220.7,50.006,0.971
2024-06-05T13:00:00,SYS-003,287.95,287.95,218.7,50.001,0.971
2024-06-05T13:00:00,SYS-004,162.57,162.57,218.0,49.981,0.966
2024-06-05T14:00:00,SYS-001,404.13,404.13,220.1,50.013,0.965
2024-06-05T14:00:00,SYS-002,196.42,196.42,221.7,50.009,0.962
2024-06-05T14:00:00,SYS-003,261.44,261.44,221.1,50.015,0.96
2024-06-05T14:00:00,SYS-004,139.7,139.7,218.1,50.004,0.974
2024-06-05T15:00:00,SYS-001,314.01,314.01,219.6,49.989,0.964
2024-06-05T15:00:00,SYS-002,166.91,166.91,220.0,49.992,0.976
2024-06-05T15:00:00,SYS-003,212.06,212.06,220.4,50.007,0.966
2024-06-05T15:00:00,SYS-004,114.97,114.97,220.6,49.989,0.966
2024-06-05T16:00:00,SYS-001,222.49,222.49,221.5,50.016,0.973
2024-06-05T16:00:00,SYS-002,114.27,114.27,221.9,50.018,0.973
2024-06-05T16:00:00,SYS-003,150.59,150.59,219.7,49.986,0.968
2024-06-05T16:00:00,SYS-004,84.43,84.43,221.4,49.992,0.974
2024-06-05T17:00:00,SYS-001,122.26,122.26,220.2,50.019,0.971
2024-06-05T17:00:00,SYS-002,57.68,57.68,218.8,50.006,0.978
2024-06-05T17:00:00,SYS-003,78.24,78.24,220.9,49.988,0.965
2024-06-05T17:00:00,SYS-004,43.45,43.45,221.5,49.988,0.975
2024-06-05T18:00:00,SYS-001,0.0,0.0,220.2,49.999,0.977
2024-06-05T18:00:00,SYS-002,0.0,0.0,221.8,49.981,0.979
2024-06-05T18:00:00,SYS-003,0.0,0.0,218.5,50.02,0.97
2024-06-05T18:00:00,SYS-004,0.0,0.0,220.4,49.988,0.978
2024-06-05T19:00:00,SYS-001,0.0,0.0,221.1,49.995,0.971
2024-06-05T19:00:00,SYS-002,0.0,0.0,219.0,50.001,0.97
2024-06-05T19:00:00,SYS-003,0.0,0.0,221.9,49.999,0.977
2024-06-05T19:00:00,SYS-004,0.0,0.0,219.5,49.997,0.971
2024-06-05T20:00:00,SYS-001,0.0,0.0,218.6,49.99,0.979
2024-06-05T20:00:00,SYS-002,0.0,0.0,219.7,49.986,0.967
2024-06-05T20:00:00,SYS-003,0.0,0.0,221.3,50.0,0.973
2024-06-05T20:00:00,SYS-004,0.0,0.0,219.0,50.013,0.979
2024-06-05T21:00:00,SYS-001,0.0,0.0,220.0,49.987,0.976
2024-06-05T21:00:00,SYS-002,0.0,0.0,220.9,50.0,0.978
2024-06-05T21:00:00,SYS-003,0.0,0.0,220.6,49.982,0.961
2024-06-05T21:00:00,SYS-004,0.0,0.0,221.8,50.007,0.975
2024-06-05T22:00:00,SYS-001,0.0,0.0,221.4,49.989,0.974
2024-06-05T22:00:00,SYS-002,0.0,0.0,220.0,49.995,0.972
2024-06-05T22:00:00,SYS-003,0.0,0.0,220.5,49.999,0.97
2024-06-05T22:00:00,SYS-004,0.0,0.0,220.2,49.98,0.971
2024-06-05T23:00:00,SYS-001,0.0,0.0,221.9,49.981,0.976
2024-06-05T23:00:00,SYS-002,0.0,0.0,221.2,50.016,0.962
2024-06-05T23:00:00,SYS-003,0.0,0.0,218.6,49.988,0.971
2024-06-05T23:00:00,SYS-004,0.0,0.0,219.1,49.996,0.967
2024-06-06T00:00:00,SYS-001,0.0,0.0,220.3,50.02,0.965
2024-06-06T00:00:00,SYS-002,0.0,0.0,221.4,50.006,0.977
2024-06-06T00:00:00,SYS-003,0.0,0.0,218.4,49.995,0.971
2024-06-06T00:00:00,SYS-004,0.0,0.0,218.0,49.987,0.97
2024-06-06T01:00:00,SYS-001,0.0,0.0,221.1,50.003,0.977
2024-06-06T01:00:00,SYS-002,0.0,0.0,220.1,49.982,0.964
2024-06-06T01:00:00,SYS-003,0.0,0.0,221.6,49.999,0.961
2024-06-06T01:00:00,SYS-004,0.0,0.0,221.7,50.016,0.971
2024-06-06T02:00:00,SYS-001,0.0,0.0,221.7,49.993,0.979
2024-06-06T02:00:00,SYS-002,0.0,0.0,221.0,50.009,0.968
2024-06-06T02:00:00,SYS-003,0.0,0.0,218.6,49.99,0.977
2024-06-06T02:00:00,SYS-004,0.0,0.0,221.6,49.993,0.975
2024-06-06T03:00:00,SYS-001,0.0,0.0,222.0,50.009,0.97
2024-06-06T03:00:00,SYS-002,0.0,0.0,218.2,49.997,0.977
2024-06-06T03:00:00,SYS-003,0.0,0.0,221.1,50.018,0.968
2024-06-06T03:00:00,SYS-004,0.0,0.0,218.1,49.991,0.98
2024-06-06T04:00:00,SYS-001,0.0,0.0,219.4,50.018,0.969
2024-06-06T04:00:00,SYS-002,0.0,0.0,220.6,49.983,0.972
2024-06-06T04:00:00,SYS-003,0.0,0.0,220.9,49.983,0.963
2024-06-06T04:00:00,SYS-004,0.0,0.0,220.5,50.01,0.966
2024-06-06T05:00:00,SYS-001,0.0,0.0,218.0,49.992,0.967
2024-06-06T05:00:00,SYS-002,0.0,0.0,218.5,49.987,0.969
2024-06-06T05:00:00,SYS-003,0.0,0.0,219.6,49.981,0.967
2024-06-06T05:00:00,SYS-004,0.0,0.0,220.4,49.993,0.968
2024-06-06T06:00:00,SYS-001,0.0,0.0,219.6,49.983,0.978
2024-06-06T06:00:00,SYS-002,0.0,0.0,221.9,50.003,0.963
2024-06-06T06:00:00,SYS-003,0.0,0.0,218.6,49.992,0.97
2024-06-06T06:00:00,SYS-004,0.0,0.0,219.7,49.997,0.97
2024-06-06T07:00:00,SYS-001,95.77,95.77,219.0,50.005,0.972
2024-06-06T07:00:00,SYS-002,48.28,48.28,219.2,50.018,0.967
2024-06-06T07:00:00,SYS-003,64.28,64.28,219.3,49.993,0.976
2024-06-06T07:00:00,SYS-004,36.81,36.81,218.5,49.993,0.979
2024-06-06T08:00:00,SYS-001,186.97,186.97,221.9,50.019,0.966
2024-06-06T08:00:00,SYS-002,97.27,97.27,220.3,49.99,0.968
2024-06-06T08:00:00,SYS-003,125.84,125.84,218.5,50.003,0.972
2024-06-06T08:00:00,SYS-004,69.28,69.28,220.2,50.018,0.969
2024-06-06T09:00:00,SYS-001,275.57,275.57,219.2,50.008,0.976
2024-06-06T09:00:00,SYS-002,138.6,138.6,220.0,50.005,0.965
2024-06-06T09:00:00,SYS-003,176.07,176.07,221.2,49.983,0.98
2024-06-06T09:00:00,SYS-004,97.32,97.32,220.0,50.017,0.974
2024-06-06T10:00:00,SYS-001,333.73,333.73,219.4,50.016,0.971
2024-06-06T10:00:00,SYS-002,167.39,167.39,221.1,50.006,0.967
2024-06-06T10:00:00,SYS-003,214.7,214.7,221.9,50.007,0.968
2024-06-06T10:00:00,SYS-004,122.15,122.15,219.7,49.98,0.965
2024-06-06T11:00:00,SYS-001,370.74,370.74,220.3,50.003,0.969
2024-06-06T11:00:00,SYS-002,183.69,183.69,220.4,50.0,0.967
2024-06-06T11:00:00,SYS-003,227.75,227.75,219.7,50.018,0.962
2024-06-06T11:00:00,SYS-004,137.68,137.68,219.2,49.998,0.964
2024-06-06T12:00:00,SYS-001,382.89,382.89,219.8,50.008,0.966
2024-06-06T12:00:00,SYS-002,188.81,188.81,218.5,50.014,0.973
2024-06-06T12:00:00,SYS-003,248.65,248.65,221.9,49.99,0.963
2024-06-06T12:00:00,SYS-004,134.22,134.22,221.8,49.989,0.968
2024-06-06T13:00:00,SYS-001,361.3,361.3,219.7,49.981,0.972
2024-06-06T13:00:00,SYS-002,180.65,180.65,219.6,50.008,0.964
2024-06-06T13:00:00,SYS-003,242.39,242.39,218.3,49.984,0.977
2024-06-06T13:00:00,SYS-004,129.78,129.78,219.8,49.99,0.977
2024-06-06T14:00:00,SYS-001,333.05,333.05,220.4,50.004,0.972
2024-06-06T14:00:00,SYS-002,164.17,164.17,220.5,50.013,0.974
2024-06-06T14:00:00,SYS-003,209.37,209.37,218.3,49.985,0.962
2024-06-06T14:00:00,SYS-004,117.4,117.4,220.8,50.0,0.968
2024-06-06T15:00:00,SYS-001,263.13,263.13,218.7,50.005,0.974
2024-06-06T15:00:00,SYS-002,137.38,137.38,220.2,50.0,0.963
2024-06-06T15:00:00,SYS-003,171.04,171.04,218.2,49.994,0.96
2024-06-06T15:00:00,SYS-004,94.85,94.85,221.9,50.0,0.97
2024-06-06T16:00:00,SYS-001,194.47,194.47,221.4,50.0,0.962
2024-06-06T16:00:00,SYS-002,92.31,92.31,219.2,49.991,0.971
2024-06-06T16:00:00,SYS-003,119.51,119.51,221.0,50.011,0.971
2024-06-06T16:00:00,SYS-004,66.7,66.7,221.1,50.013,0.967
2024-06-06T17:00:00,SYS-001,101.57,101.57,220.9,50.002,0.98
2024-06-06T17:00:00,SYS-002,48.08,48.08,221.0,49.992,0.98
2024-06-06T17:00:00,SYS-003,63.26,63.26,221.3,49.998,0.98
2024-06-06T17:00:00,SYS-004,36.44,36.44,221.2,50.004,0.967
2024-06-06T18:00:00,SYS-001,0.0,0.0,220.5,49.987,0.963
2024-06-06T18:00:00,SYS-002,0.0,0.0,218.8,49.982,0.967
2024-06-06T18:00:00,SYS-003,0.0,0.0,220.2,49.993,0.974
2024-06-06T18:00:00,SYS-004,0.0,0.0,219.1,50.014,0.98
2024-06-06T19:00:00,SYS-001,0.0,0.0,218.4,50.019,0.976
2024-06-06T19:00:00,SYS-002,0.0,0.0,222.0,50.015,0.963
2024-06-06T19:00:00,SYS-003,0.0,0.0,219.0,50.008,0.977
2024-06-06T19:00:00,SYS-004,0.0,0.0,220.7,50.0,0.972
2024-06-06T20:00:00,SYS-001,0.0,0.0,219.7,49.998,0.973
2024-06-06T20:00:00,SYS-002,0.0,0.0,218.4,50.001,0.966
2024-06-06T20:00:00,SYS-003,0.0,0.0,219.5,50.018,0.967
2024-06-06T20:00:00,SYS-004,0.0,0.0,221.1,50.009,0.975
2024-06-06T21:00:00,SYS-001,0.0,0.0,220.7,49.994,0.961
2024-06-06T21:00:00,SYS-002,0.0,0.0,218.9,49.997,0.964
2024-06-06T21:00:00,SYS-003,0.0,0.0,221.3,49.994,0.972
2024-06-06T21:00:00,SYS-004,0.0,0.0,219.9,49.994,0.974
2024-06-06T22:00:00,SYS-001,0.0,0.0,218.4,50.011,0.969
2024-06-06T22:00:00,SYS-002,0.0,0.0,221.4,49.998,0.96
2024-06-06T22:00:00,SYS-003,0.0,0.0,218.8,50.008,0.963
2024-06-06T22:00:00,SYS-004,0.0,0.0,218.6,50.017,0.965
2024-06-06T23:00:00,SYS-001,0.0,0.0,219.0,49.995,0.978
2024-06-06T23:00:00,SYS-002,0.0,0.0,219.6,49.992,0.974
2024-06-06T23:00:00,SYS-003,0.0,0.0,220.6,50.008,0.96
2024-06-06T23:00:00,SYS-004,0.0,0.0,218.5,49.989,0.974
2024-06-07T00:00:00,SYS-001,0.0,0.0,220.8,50.013,0.98
2024-06-07T00:00:00,SYS-002,0.0,0.0,218.5,49.983,0.968
2024-06-07T00:00:00,SYS-003,0.0,0.0,218.4,49.993,0.978
2024-06-07T00:00:00,SYS-004,0.0,0.0,221.1,50.01,0.963
2024-06-07T01:00:00,SYS-001,0.0,0.0,218.6,50.001,0.96
2024-06-07T01:00:00,SYS-002,0.0,0.0,219.8,50.009,0.973
2024-06-07T01:00:00,SYS-003,0.0,0.0,219.6,50.007,0.977
2024-06-07T01:00:00,SYS-004,0.0,0.0,218.4,50.01,0.972
2024-06-07T02:00:00,SYS-001,0.0,0.0,221.9,49.993,0.963
2024-06-07T02:00:00,SYS-002,0.0,0.0,218.3,50.002,0.972
2024-06-07T02:00:00,SYS-003,0.0,0.0,221.1,50.008,0.977
2024-06-07T02:00:00,SYS-004,0.0,0.0,219.2,50.001,0.97
2024-06-07T03:00:00,SYS-001,0.0,0.0,219.2,49.982,0.978
2024-06-07T03:00:00,SYS-002,0.0,0.0,220.0,49.985,0.97
2024-06-07T03:00:00,SYS-003,0.0,0.0,220.1,50.019,0.98
2024-06-07T03:00:00,SYS-004,0.0,0.0,218.5,50.014,0.971
2024-06-07T04:00:00,SYS-001,0.0,0.0,220.7,50.011,0.979
2024-06-07T04:00:00,SYS-002,0.0,0.0,218.1,49.983,0.965
2024-06-07T04:00:00,SYS-003,0.0,0.0,218.2,50.012,0.97
2024-06-07T04:00:00,SYS-004,0.0,0.0,220.0,49.997,0.974
2024-06-07T05:00:00,SYS-001,0.0,0.0,220.1,50.005,0.966
2024-06-07T05:00:00,SYS-002,0.0,0.0,220.0,49.988,0.976
2024-06-07T05:00:00,SYS-003,0.0,0.0,219.6,50.005,0.977
2024-06-07T05:00:00,SYS-004,0.0,0.0,218.3,50.008,0.975
2024-06-07T06:00:00,SYS-001,0.0,0.0,218.2,49.983,0.969
2024-06-07T06:00:00,SYS-002,0.0,0.0,220.4,49.992,0.975
2024-06-07T06:00:00,SYS-003,0.0,0.0,218.5,50.008,0.974
2024-06-07T06:00:00,SYS-004,0.0,0.0,221.8,50.001,0.976
2024-06-07T07:00:00,SYS-001,117.22,117.22,218.5,50.011,0.965
2024-06-07T07:00:00,SYS-002,59.5,59.5,218.1,50.012,0.965
2024-06-07T07:00:00,SYS-003,71.39,71.39,220.3,49.983,0.969
2024-06-07T07:00:00,SYS-004,41.04,41.04,220.3,49.995,0.965
2024-06-07T08:00:00,SYS-001,215.89,215.89,220.9,49.989,0.97
2024-06-07T08:00:00,SYS-002,107.49,107.49,219.0,49.999,0.968
2024-06-07T08:00:00,SYS-003,139.06,139.06,221.4,50.002,0.978
2024-06-07T08:00:00,SYS-004,81.68,81.68,219.3,49.997,0.974
2024-06-07T09:00:00,SYS-001,308.77,308.77,219.5,50.0,0.978
2024-06-07T09:00:00,SYS-002,153.67,153.67,221.9,50.018,0.961
2024-06-07T09:00:00,SYS-003,201.1,201.1,221.4,49.993,0.971
2024-06-07T09:00:00,SYS-004,108.76,108.76,220.3,49.992,0.972
2024-06-07T10:00:00,SYS-001,385.12,385.12,220.0,50.011,0.964
2024-06-07T10:00:00,SYS-002,199.31,199.31,219.0,49.98,0.968
2024-06-07T10:00:00,SYS-003,241.79,241.79,221.4,50.015,0.979
2024-06-07T10:00:00,SYS-004,133.43,133.43,221.4,50.009,0.962
2024-06-07T11:00:00,SYS-001,431.03,431.03,220.0,49.982,0.98
2024-06-07T11:00:00,SYS-002,218.31,218.31,221.7,50.016,0.97
2024-06-07T11:00:00,SYS-003,280.03,280.03,221.9,49.983,0.962
2024-06-07T11:00:00,SYS-004,150.59,150.59,218.3,50.003,0.969
2024-06-07T12:00:00,SYS-001,461.71,461.71,219.0,49.993,0.976
2024-06-07T12:00:00,SYS-002,226.56,226.56,219.3,49.991,0.961
2024-06-07T12:00:00,SYS-003,279.12,279.12,220.3,49.986,0.963
2024-06-07T12:00:00,SYS-004,159.84,159.84,220.1,50.019,0.964
2024-06-07T13:00:00,SYS-001,423.47,423.47,218.5,49.986,0.974
2024-06-07T13:00:00,SYS-002,220.96,220.96,218.2,50.013,0.967
2024-06-07T13:00:00,SYS-003,266.42,266.42,219.4,50.001,0.974
2024-06-07T13:00:00,SYS-004,152.29,152.29,218.1,49.996,0.969
2024-06-07T14:00:00,SYS-001,393.21,393.21,219.8,50.012,0.963
2024-06-07T14:00:00,SYS-002,185.64,185.64,221.9,49.985,0.976
2024-06-07T14:00:00,SYS-003,244.89,244.89,220.6,50.003,0.965
2024-06-07T14:00:00,SYS-004,141.99,141.99,218.3,50.016,0.969
2024-06-07T15:00:00,SYS-001,306.48,306.48,221.3,49.993,0.961
2024-06-07T15:00:00,SYS-002,156.72,156.72,220.3,50.013,0.968
2024-06-07T15:00:00,SYS-003,194.47,194.47,218.7,49.989,0.964
2024-06-07T15:00:00,SYS-004,111.61,111.61,218.1,50.005,0.965
2024-06-07T16:00:00,SYS-001,219.14,219.14,220.2,49.982,0.966
2024-06-07T16:00:00,SYS-002,107.96,107.96,221.5,50.001,0.973
2024-06-07T16:00:00,SYS-003,146.43,146.43,222.0,50.011,0.967
2024-06-07T16:00:00,SYS-004,80.46,80.46,221.7,50.0,0.968
2024-06-07T17:00:00,SYS-001,112.31,112.31,218.9,50.016,0.976
2024-06-07T17:00:00,SYS-002,55.74,55.74,220.1,50.011,0.98
2024-06-07T17:00:00,SYS-003,76.54,76.54,220.6,49.991,0.976
2024-06-07T17:00:00,SYS-004,42.79,42.79,222.0,49.989,0.977
2024-06-07T18:00:00,SYS-001,0.0,0.0,219.4,50.014,0.977
2024-06-07T18:00:00,SYS-002,0.0,0.0,220.4,50.012,0.974
2024-06-07T18:00:00,SYS-003,0.0,0.0,218.1,50.008,0.979
2024-06-07T18:00:00,SYS-004,0.0,0.0,220.3,49.988,0.98
2024-06-07T19:00:00,SYS-001,0.0,0.0,220.0,49.992,0.97
2024-06-07T19:00:00,SYS-002,0.0,0.0,218.9,49.989,0.971
2024-06-07T19:00:00,SYS-003,0.0,0.0,221.7,49.988,0.963
2024-06-07T19:00:00,SYS-004,0.0,0.0,221.7,50.014,0.966
2024-06-07T20:00:00,SYS-001,0.0,0.0,220.3,50.017,0.975
2024-06-07T20:00:00,SYS-002,0.0,0.0,221.4,50.018,0.967
2024-06-07T20:00:00,SYS-003,0.0,0.0,219.6,49.984,0.966
2024-06-07T20:00:00,SYS-004,0.0,0.0,218.6,50.018,0.976
2024-06-07T21:00:00,SYS-001,0.0,0.0,220.6,49.987,0.979
2024-06-07T21:00:00,SYS-002,0.0,0.0,221.7,50.011,0.964
2024-06-07T21:00:00,SYS-003,0.0,0.0,218.7,49.992,0.974
2024-06-07T21:00:00,SYS-004,0.0,0.0,220.9,50.018,0.979
2024-06-07T22:00:00,SYS-001,0.0,0.0,222.0,50.019,0.961
2024-06-07T22:00:00,SYS-002,0.0,0.0,221.7,50.019,0.964
2024-06-07T22:00:00,SYS-003,0.0,0.0,221.7,49.986,0.975
2024-06-07T22:00:00,SYS-004,0.0,0.0,221.9,49.987,0.978
2024-06-07T23:00:00,SYS-001,0.0,0.0,220.8,50.006,0.978
2024-06-07T23:00:00,SYS-002,0.0,0.0,219.1,49.99,0.961
2024-06-07T23:00:00,SYS-003,0.0,0.0,218.4,49.98,0.968
2024-06-07T23:00:00,SYS-004,0.0,0.0,221.9,50.015,0.97
